pair_id,label,complex,simple,complex_words,simple_words,compression_ratio
CD008168,rephrase,The available evidence detected little or no difference between intermittent and continuous phototherapy with respect to rate of decline of bilirubin.,We found little or no difference between intermittent phototherapy and continuous phototherapy in reducing bilirubin levels.,21,16,0.7619047619047619
CD008168,rephrase,"Continuous phototherapy appears to be more effective in preterm infants, however, the risks of continuous phototherapy and the potential benefits of a slightly lower bilirubin level are unknown.","Continuous phototherapy was more effective in preterm infants, however, we do not know if this is a meaningful difference.",28,19,0.6785714285714286
CD008168,ignore,Intermittent phototherapy is associated with a decrease in the total number of hours of phototherapy exposure.,Intermittent phototherapy is associated with a decrease in the total number of hours of phototherapy exposure.,16,16,1.0
CD008168,ignore,There are theoretical benefits to intermittent regimens but there are important safety outcomes that were inadequately addressed.,There are theoretical benefits to intermittent regimens but there are important safety outcomes that were inadequately addressed.,17,17,1.0
CD008168,rephrase,"Large, well designed, prospective trials are needed in both preterm and term infants before it can be concluded that intermittent and continuous phototherapy regimens are equally effective.","Large, high-quality trials are needed in both preterm and term infants before it can be concluded that intermittent and continuous phototherapy regimens are equally effective.",27,25,0.9259259259259259
CD008938,rephrase,We included in the review seven studies with a total of 852 participants.,We found seven studies with a total of 852 participants.,13,10,0.7692307692307693
CD008938,merge,"We found no statistically significant differences between participants receiving air and those given saline in any of the outcomes evaluated: inability to locate the epidural space (three trials, 619 participants) (risk ratio (RR) 0.88, 95% confidence interval (CI) 0.33 to 2.31, low-quality evidence); accidental intravascular catheter placement (two trials, 223 participants) (RR 0.90, 95% CI 0.33 to 2.45, low-quality evidence); accidental subarachnoid catheter placement (four trials, 682 participants) (RR 2.95, 95% CI 0.12 to 71.90, low-quality evidence); combined spinal epidural failure (two trials, 400 participants) (RR 0.98, 95% CI 0.44 to 2.18, low-quality evidence); unblocked segments (five studies, 423 participants) (RR 1.66, 95% CI 0.72 to 3.85); and pain measured by VAS (two studies, 395 participants) (mean difference (MD) -0.09, 95% CI -0.37 to 0.18).",We found no convincing evidence that results differed when air or saline was used.,125,14,0.112
CD008938,ignore,Low-quality evidence shows that results do not differ between air and saline in terms of the loss of resistance technique for identification of the epidural space and reduction of complications.,Low-quality evidence shows that results do not differ between air and saline in using loss of resistance technique for identification of the epidural space and in reducing complications.,30,28,0.9333333333333333
CD008938,ignore,"Applicability might be compromised, as most of the results described in this review were obtained from parturient patients.","The applicability of findings might be compromised, as most of the results described in this review were obtained from parturient patients.",18,21,1.1666666666666667
CD013013,rephrase,We identified only one randomised controlled trial (N = 30 women) that evaluated the effect of paracervical block on women undergoing manual removal of a retained placenta compared with intravenous pethidine and diazepam.,The study involved 30 women who were undergoing the manual removal of a retained placenta.,33,15,0.45454545454545453
CD013013,rephrase,The study was conducted in a hospital in Papua New Guinea.,"We found one small, randomised controlled study that took place in a hospital in Papua New Guinea.",11,17,1.5454545454545454
CD013013,rephrase,The included study did not measure this review's primary outcomes of pain intensity and adverse events.,This study did not report on pain intensity or adverse events.,16,11,0.6875
CD013013,rephrase,"The study reported that there were no women, in either group, who experienced an estimated postpartum blood loss of more than 500 mL.",The study did report that none of the women experienced a postpartum blood loss of more than 500 mL.,23,19,0.8260869565217391
CD013013,rephrase,"We are uncertain about the providers' satisfaction with the procedure, defined as their perception of achieving good pain relief during the procedure (risk ratio (RR) 1.50, 95% confidence interval (CI) 0.71 to 3.16, one study, 30 women; very low quality evidence).","We are uncertain about the providers' satisfaction with the procedure (defined as their perception of good pain relief during the procedure), and the women's satisfaction with the procedure (defined as their perception of good pain relief during the procedure).",41,39,0.9512195121951219
CD013013,rephrase,There is insufficient evidence from one small study to evaluate the effectiveness and safety of anaesthesia or analgesia during the manual removal of a retained placenta.,We found insufficient evidence to determine the effectiveness and safety of anaesthesia or analgesia during manual removal of a retained placenta.,26,21,0.8076923076923077
CD013013,merge,"There is a need for well-designed, multi-centre, randomised, controlled trials to evaluate the effectiveness and safety of different types of anaesthesia and analgesia during manual removal of a retained placenta.","There is a need for further well designed, randomised controlled trials that report on the important outcomes outlined in this review.",30,21,0.7
